EV_Charging_Station_Name,Charging_Location_ID,EV_Station_Working_Status,City_Name,Location_Area_Name,CPO_Operator,Vehicle_Name,Vehicle_Category,Session_ID,Charger_Type,Charging_Mode,Charger_Power,Connector_Type,Connector_Code,Currency,Price_per_kWh,Session_Start_Datetime,Session_End_Datetime,Duration,Duration_Minutes,Energy_Qty_kWh,Vehicle_Make_Model,Vehicle_Type,Vehicle_Battery_kWh,SOC_Start_%,SOC_End_%,Payment_Method,Payment_Status,Session_Energy_Amount,Session_Fee,Untaxed_Amount,Tax_Rate_%,Tax_Amount,Session_Total,Meter_Start_kWh,Meter_End_kWh,Session_Status,Idle_Time_Minutes,Tariff_Type
Tata Power EZ Charge - Business Bay - Stadium Road,RL20383,Available,Palakkad,Stadium Road,Tata Power EZ Charge,MG ZS EV,Electric 4-Wheeler,SES-20260818-019383,AC,AC Charging,7 kW,Type 2,CN3,USD,0.3,2026-08-18 14:17:00,2026-08-18 15:42:00,01:25:00,85,7.87,BYD Atto 3,EV,50.3,11,27,UPI,Paid,2.36,0,2.36,5,0.12,2.48,58300.98,58308.85,Interrupted,0,Energy
Tata Power EZ Charge - EcoDrive Hub - Adyar,RL20384,Available,Chennai,Adyar,Tata Power EZ Charge,BYD Atto 3,Electric 4-Wheeler,SES-20260726-019384,DC,DC Fast Charging,25 kW,CCS2,CN4,USD,0.46,2026-07-26 19:52:00,2026-07-26 20:49:00,00:57:00,57,13.39,BYD Atto 3,EV,60.5,8,30,UPI,Paid,6.16,2,8.16,10,0.82,8.98,388497.23,388510.62,Completed,14,Energy
Jio-bp pulse - Green Valley Apartments - Arundelpet,RL20385,Available,Guntur,Arundelpet,Jio-bp pulse,TVS iQube,Electric 2-Wheeler,SES-20260818-019385,AC,AC Charging,7 kW,J1772,CN3,CAD,0.34,2026-08-18 07:41:00,2026-08-18 10:24:00,02:43:00,163,13.86,MG ZS EV,EV,5.3,41,100,Bank Card,Paid,4.71,2,6.71,13,0.87,7.59,257676.3,257690.16,Completed,15,Energy + Session Fee
Statiq - Grand Residency - Peelamedu,RL20386,Available,Coimbatore,Peelamedu,Statiq,BYD Atto 3,Electric 4-Wheeler,SES-20260811-019386,AC,AC Charging,7 kW,Type 2,CN4,USD,0.43,2026-08-11 11:14:00,2026-08-11 13:20:00,02:06:00,126,11.4,Tesla Model Y,EV,60.5,15,34,UPI,Paid,4.9,0,4.9,10,0.49,5.39,293740.16,293751.56,Interrupted,0,Energy
Ather Grid - City Square EV Hub - RS Puram,RL20387,Available,Coimbatore,RS Puram,Ather Grid,MG Windsor EV,Electric 4-Wheeler,SES-20260721-019387,DC,DC Fast Charging,250 kW,CCS1,CN2,CAD,0.29,2026-07-21 11:43:00,2026-07-21 12:42:00,00:59:00,59,160.06,Volkswagen ID.4,EV,38,64,100,Bank Card,Paid,46.42,1,47.42,15,7.11,54.53,406940.78,407100.84,Completed,14,Energy
Statiq - Gateway Charging Station - Kaloor,RL20388,Available,Kochi,Kaloor,Statiq,Tesla Model Y,Electric 4-Wheeler,SES-20260822-019388,AC,AC Charging,22 kW,J1772,CN4,CAD,0.3,2026-08-22 01:40:00,2026-08-22 03:27:00,01:47:00,107,23.5,Hyundai Ioniq 5,EV,75,45,76,Wallet,Paid,7.05,0,7.05,13,0.92,7.97,186121.59,186145.09,In Progress,0,Energy
Statiq - Iron Hill Apartments - Srirangam,RL20389,Available,Tiruchirappalli,Srirangam,Statiq,BYD Atto 3,Electric 4-Wheeler,SES-20260822-019389,AC,AC Charging,7 kW,J1772,CN2,CAD,0.32,2026-08-22 16:07:00,2026-08-22 17:43:00,01:36:00,96,10.21,BYD Atto 3,EV,60.5,16,33,Bank Card,Paid,3.27,0,3.27,13,0.42,3.69,22563.49,22573.7,Completed,26,Energy
Rebolt - City Centre Mall - Gachibowli,RL20390,Available,Hyderabad,Gachibowli,Rebolt,MG ZS EV,Electric 4-Wheeler,SES-20260824-019390,AC,AC Charging,7 kW,Type 1,CN1,CAD,0.25,2026-08-24 12:19:00,2026-08-24 14:20:00,02:01:00,121,12.18,Ford Mustang Mach-E,EV,50.3,13,37,Bank Card,Paid,3.04,2,5.04,5,0.25,5.3,461363.22,461375.4,Completed,29,Energy
Charge Zone - GreenRoute Charging Point - Bharathiyar Road,RL20391,Available,Karaikal,Bharathiyar Road,Charge Zone,Ola S1 Pro,Electric 2-Wheeler,SES-20260823-019391,AC,AC Charging,3.3 kW,J1772,CN2,CAD,0.26,2026-08-23 20:35:00,2026-08-23 21:45:00,01:10:00,70,2.33,MG ZS EV,EV,4,28,86,Wallet,Paid,0.61,0,0.61,15,0.09,0.7,103491.71,103494.04,Completed,3,Energy
Zeon Charging - Highway Charge Hub - Whitefield,RL20392,Available,Bengaluru,Whitefield,Zeon Charging,Tata Tigor EV,Electric 4-Wheeler,SES-20260815-019392,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.26,2026-08-15 07:57:00,2026-08-15 10:16:00,02:19:00,139,43.6,Ford Mustang Mach-E,EV,26,43,100,UPI,Paid,11.34,0,11.34,13,1.47,12.81,111614.5,111658.1,Completed,29,Energy
Tata Power EZ Charge - EcoDrive Hub - Nadakkavu,RL20393,Available,Kozhikode,Nadakkavu,Tata Power EZ Charge,Mahindra XEV 9e,Electric 4-Wheeler,SES-20260723-019393,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.26,2026-07-23 00:31:00,2026-07-23 01:03:00,00:32:00,32,6.99,MG ZS EV,EV,79,64,73,RFID,Paid,1.82,0.5,2.32,13,0.3,2.62,162196.33,162203.32,Completed,24,Energy
ChargeMOD - SmartCharge Point - Tiruchanoor Road,RL20394,Available,Tirupati,Tiruchanoor Road,ChargeMOD,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260724-019394,DC,DC Fast Charging,150 kW,CCS2,CN4,CAD,0.25,2026-07-24 23:14:00,2026-07-25 00:06:00,00:52:00,52,116.25,Polestar 2,EV,51.4,62,100,Bank Card,Paid,29.06,0,29.06,13,3.78,32.84,59921.36,60037.61,Completed,26,Energy
Jio-bp pulse - EV Mobility Hub - Nadakkavu,RL20395,Available,Kozhikode,Nadakkavu,Jio-bp pulse,Tata Punch EV,Electric 4-Wheeler,SES-20260721-019395,AC,AC Charging,11 kW,Type 2,CN3,USD,0.35,2026-07-21 11:31:00,2026-07-21 12:51:00,01:20:00,80,10.36,Nissan Leaf,EV,35,19,49,Network App,Paid,3.63,0,3.63,0,0,3.63,33384.95,33395.31,Completed,3,Energy + Session Fee
Charge Zone - PowerGrid EV Hub - Vavilalapally,RL20396,Available,Karimnagar,Vavilalapally,Charge Zone,Tata Tigor EV,Electric 4-Wheeler,SES-20260829-019396,AC,AC Charging,11 kW,Type 2,CN3,CAD,0.3,2026-08-29 15:56:00,2026-08-29 17:38:00,01:42:00,102,14.91,Ford Mustang Mach-E,EV,26,17,74,Bank Card,Paid,4.47,1,5.47,15,0.82,6.29,463215.75,463230.66,Completed,23,Energy
Tata Power EZ Charge - Central Plaza - Seelanaickenpatti,RL20397,Available,Salem,Seelanaickenpatti,Tata Power EZ Charge,Ola S1 Pro,Electric 2-Wheeler,SES-20260804-019397,AC,AC Charging,11 kW,Type 1,CN3,CAD,0.35,2026-08-04 05:53:00,2026-08-04 08:47:00,02:54:00,174,25.94,Polestar 2,EV,4,61,100,Network App,Paid,9.08,0,9.08,5,0.45,9.53,105695.61,105721.55,Completed,8,Energy
Kazam - Lakeview Apartments - Kangeyam Road,RL20398,Available,Tiruppur,Kangeyam Road,Kazam,Tata Tiago EV,Electric 4-Wheeler,SES-20260831-019398,AC,AC Charging,7 kW,Type 2,CN1,CAD,0.35,2026-08-31 04:12:00,2026-08-31 06:11:00,01:59:00,119,9.36,Rivian R1T,EV,24,45,84,Network App,Paid,3.28,0,3.28,13,0.43,3.7,243652.85,243662.21,Completed,11,Energy
Tata Power EZ Charge - EV Mobility Hub - Tambaram,RL20399,Available,Chennai,Tambaram,Tata Power EZ Charge,Ola S1 Pro,Electric 2-Wheeler,SES-20260824-019399,AC,AC Charging,22 kW,Type 2,CN3,CAD,0.3,2026-08-24 22:53:00,2026-08-24 23:21:00,00:28:00,28,7.99,Nissan Leaf,EV,4,38,100,Wallet,Paid,2.4,1,3.4,13,0.44,3.84,183879.85,183887.84,Completed,14,Energy
Tata Power EZ Charge - Premium Auto Care - Hampankatta,RL20400,Available,Mangaluru,Hampankatta,Tata Power EZ Charge,Ather Rizta,Electric 2-Wheeler,SES-20260803-019400,AC,AC Charging,11 kW,J1772,CN1,CAD,0.28,2026-08-03 01:29:00,2026-08-03 01:57:00,00:28:00,28,3.18,Nissan Leaf,EV,3.7,35,100,Wallet,Paid,0.89,0,0.89,13,0.12,1.01,284284.54,284287.72,Completed,2,Energy
Charge Zone - Tech Park Charging Hub - Pattom,RL20401,Temp Closed,Thiruvananthapuram,Pattom,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260903-019401,AC,AC Charging,7 kW,J1772,CN3,CAD,0.29,2026-09-03 14:46:00,2026-09-03 17:33:00,02:47:00,167,15.04,BYD Atto 3,EV,38,52,92,Wallet,Paid,4.36,0.5,4.86,13,0.63,5.49,43568.33,43583.37,Completed,8,Time + Energy
Jio-bp pulse - Central Plaza - Whitefield,RL20402,Temp Closed,Bengaluru,Whitefield,Jio-bp pulse,Tata Punch EV,Electric 4-Wheeler,SES-20260722-019402,AC,AC Charging,3.3 kW,Type 2,CN1,USD,0.32,2026-07-22 19:53:00,2026-07-22 20:54:00,01:01:00,61,2.97,Kia EV6,EV,35,61,69,UPI,Paid,0.95,0,0.95,0,0,0.95,443199.98,443202.95,Completed,9,Energy
Zeon Charging - Central Plaza - Magunta Layout,RL20403,Open Soon,Nellore,Magunta Layout,Zeon Charging,Tata Punch EV,Electric 4-Wheeler,SES-20260827-019403,AC,AC Charging,3.3 kW,Type 2,CN4,USD,0.42,2026-08-27 03:37:00,2026-08-27 04:37:00,01:00:00,60,2.33,Kia EV6,EV,35,22,29,Bank Card,Paid,0.98,0,0.98,0,0,0.98,235094.84,235097.17,In Progress,0,Energy + Session Fee
Bolt.Earth - EcoDrive Hub - Nungambakkam,RL20404,Available,Chennai,Nungambakkam,Bolt.Earth,BYD e6,Electric 4-Wheeler,SES-20260727-019404,AC,AC Charging,3.3 kW,J1772,CN3,USD,0.45,2026-07-27 10:12:00,2026-07-27 12:50:00,02:38:00,158,7.82,Chevrolet Bolt EV,EV,71.7,62,73,Wallet,Paid,3.52,1,4.52,8,0.36,4.88,367845.79,367853.61,Completed,7,Energy + Session Fee
Bolt.Earth - Grand Residency - Olavakkode,RL20405,Available,Palakkad,Olavakkode,Bolt.Earth,Kia EV6,Electric 4-Wheeler,SES-20260817-019405,AC,AC Charging,11 kW,Type 1,CN3,USD,0.42,2026-08-17 00:30:00,2026-08-17 01:56:00,01:26:00,86,11.3,Rivian R1T,EV,77.4,36,51,Bank Card,Paid,4.75,0,4.75,5,0.24,4.98,391392.26,391403.56,Interrupted,0,Energy
ChargeMOD - Business Bay - MVP Colony,RL20406,Available,Visakhapatnam,MVP Colony,ChargeMOD,MG Windsor EV,Electric 4-Wheeler,SES-20260816-019406,AC,AC Charging,3.3 kW,Type 2,CN2,USD,0.47,2026-08-16 16:45:00,2026-08-16 18:57:00,02:12:00,132,4.06,BMW i4,EV,38,40,51,Wallet,Paid,1.91,0,1.91,0,0,1.91,272615.16,272619.22,In Progress,0,Energy + Session Fee
Charge Zone - Business Bay - Kondapur,RL20407,Temp Closed,Hyderabad,Kondapur,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260826-019407,AC,AC Charging,7 kW,Type 2,CN1,CAD,0.3,2026-08-26 03:55:00,2026-08-26 06:36:00,02:41:00,161,10.92,Tesla Model Y,EV,38,47,76,Bank Card,Paid,3.28,0,3.28,15,0.49,3.77,319123.3,319134.22,Completed,27,Energy
Statiq - EcoDrive Hub - Talap,RL20408,Available,Kannur,Talap,Statiq,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260803-019408,DC,DC Fast Charging,50 kW,CCS2,CN3,CAD,0.41,2026-08-03 17:31:00,2026-08-03 18:51:00,01:20:00,80,46.96,Tata Nexon EV,EV,51.4,31,100,UPI,Paid,19.25,0,19.25,15,2.89,22.14,382860.98,382907.94,Completed,23,Time + Energy
Statiq - Premium Auto Care - Stadium Road,RL20409,Temp Closed,Palakkad,Stadium Road,Statiq,MG Windsor EV,Electric 4-Wheeler,SES-20260815-019409,DC,DC Fast Charging,50 kW,CCS2,CN4,CAD,0.4,2026-08-15 10:47:00,2026-08-15 11:33:00,00:46:00,46,28.13,Ford Mustang Mach-E,EV,38,8,82,RFID,Paid,11.25,1,12.25,15,1.84,14.09,410406.37,410434.5,Completed,28,Energy
Rebolt - Highway Charge Hub - Vinayak Nagar,RL20410,Available,Nizamabad,Vinayak Nagar,Rebolt,Tata Nexon EV,Electric 4-Wheeler,SES-20260807-019410,AC,AC Charging,11 kW,Type 2,CN3,CAD,0.33,2026-08-07 07:26:00,2026-08-07 08:35:00,01:09:00,69,8.77,MG ZS EV,EV,40.5,30,52,Wallet,Paid,2.89,2,4.89,5,0.24,5.14,429738.14,429746.91,Completed,23,Energy
Bolt.Earth - EV Mobility Hub - Kalavoor,RL20411,Open Soon,Alappuzha,Kalavoor,Bolt.Earth,Tata Nexon EV,Electric 4-Wheeler,SES-20260806-019411,AC,AC Charging,11 kW,Type 2,CN1,CAD,0.34,2026-08-06 19:02:00,2026-08-06 19:46:00,00:44:00,44,5.41,Nissan Leaf,EV,40.5,53,66,Bank Card,Paid,1.84,0.5,2.34,13,0.3,2.64,366652.83,366658.24,Completed,29,Time + Energy
Ather Grid - GreenRoute Charging Point - Hebbal,RL20412,Open Soon,Mysuru,Hebbal,Ather Grid,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260802-019412,AC,AC Charging,11 kW,Type 1,CN1,CAD,0.34,2026-08-02 09:50:00,2026-08-02 12:29:00,02:39:00,159,23.86,Kia EV6,EV,72.6,62,95,Network App,Paid,8.11,0,8.11,5,0.41,8.52,427818.3,427842.16,Completed,25,Energy + Session Fee
Statiq - Central Plaza - Kakkanad,RL20413,Temp Closed,Kochi,Kakkanad,Statiq,Tata Punch EV,Electric 4-Wheeler,SES-20260721-019413,AC,AC Charging,7 kW,Type 2,CN2,USD,0.34,2026-07-21 21:13:00,2026-07-21 23:25:00,02:12:00,132,12.37,Hyundai Ioniq 5,EV,35,51,86,Bank Card,Paid,4.21,0,4.21,8,0.34,4.54,246192.43,246204.8,Completed,12,Energy
Statiq - SmartCharge Point - Velachery,RL20414,Available,Chennai,Velachery,Statiq,TVS iQube,Electric 2-Wheeler,SES-20260823-019414,AC,AC Charging,22 kW,J1772,CN2,USD,0.3,2026-08-23 02:55:00,2026-08-23 04:42:00,01:47:00,107,33.54,Kia EV6,EV,5.3,12,92,Network App,Paid,10.06,0,10.06,5,0.5,10.57,82470.57,82504.11,Completed,14,Energy + Session Fee
Ather Grid - EcoDrive Hub - Mannuthy,RL20415,Available,Thrissur,Mannuthy,Ather Grid,TVS X,Electric 2-Wheeler,SES-20260902-019415,AC,AC Charging,11 kW,Type 2,CN4,USD,0.47,2026-09-02 03:04:00,2026-09-02 03:31:00,00:27:00,27,3.36,MG ZS EV,EV,4.4,60,100,UPI,Paid,1.58,0,1.58,5,0.08,1.66,428732.99,428736.35,Completed,9,Energy + Session Fee
Jio-bp pulse - Urban Nest Residency - Beach Road,RL20416,Available,Karaikal,Beach Road,Jio-bp pulse,TVS iQube,Electric 2-Wheeler,SES-20260903-019416,AC,AC Charging,11 kW,Type 2,CN1,USD,0.45,2026-09-03 04:02:00,2026-09-03 05:29:00,01:27:00,87,8.94,BMW i4,EV,5.3,30,100,Network App,Paid,4.02,0,4.02,10,0.4,4.43,390412.83,390421.77,Completed,7,Energy
Bolt.Earth - Urban Nest Residency - Bargur Road,RL20417,Open Soon,Krishnagiri,Bargur Road,Bolt.Earth,Ather 450X,Electric 2-Wheeler,SES-20260810-019417,AC,AC Charging,3.3 kW,Type 2,CN1,CAD,0.32,2026-08-10 09:36:00,2026-08-10 12:07:00,02:31:00,151,4.62,BMW i4,EV,3.7,33,100,UPI,Paid,1.48,0,1.48,15,0.22,1.7,16994.89,16999.51,Completed,10,Energy
Zeon Charging - Highway Charge Hub - Kukatpally,RL20418,Temp Closed,Hyderabad,Kukatpally,Zeon Charging,Tata Tigor EV,Electric 4-Wheeler,SES-20260818-019418,DC,DC Fast Charging,150 kW,CHAdeMO,CN1,USD,0.33,2026-08-18 02:34:00,2026-08-18 02:55:00,00:21:00,21,36.76,Volkswagen ID.4,EV,26,49,100,Network App,Paid,12.13,0,12.13,8,0.97,13.1,144569.32,144606.08,Completed,4,Energy + Session Fee
Zeon Charging - Urban Nest Residency - Electronic City,RL20419,Available,Bengaluru,Electronic City,Zeon Charging,River Indie,Electric 2-Wheeler,SES-20260729-019419,AC,AC Charging,7 kW,J1772,CN3,USD,0.31,2026-07-29 17:35:00,2026-07-29 19:12:00,01:37:00,97,9.44,Tesla Model Y,EV,4,42,100,Wallet,Paid,2.93,1,3.93,5,0.2,4.12,238686.05,238695.49,Completed,5,Energy + Session Fee
Tata Power EZ Charge - SmartCharge Point - Gokul Road,RL20420,Temp Closed,Hubballi,Gokul Road,Tata Power EZ Charge,MG ZS EV,Electric 4-Wheeler,SES-20260724-019420,AC,AC Charging,22 kW,Type 2,CN1,USD,0.43,2026-07-24 10:09:00,2026-07-24 12:36:00,02:27:00,147,43.71,Kia EV6,EV,50.3,22,100,UPI,Paid,18.8,0,18.8,10,1.88,20.67,56195.79,56239.5,Completed,7,Energy + Session Fee
Bolt.Earth - EcoDrive Hub - Vijayanagar,RL20421,Available,Mysuru,Vijayanagar,Bolt.Earth,Tata Nexon EV,Electric 4-Wheeler,SES-20260822-019421,DC,DC Fast Charging,100 kW,CCS2,CN4,USD,0.44,2026-08-22 11:55:00,2026-08-22 13:23:00,01:28:00,88,86.3,Chevrolet Bolt EV,EV,40.5,44,100,UPI,Paid,37.97,2,39.97,10,4,43.97,63878.21,63964.51,Completed,17,Energy + Session Fee
Rebolt - City Centre Mall - Kalavoor,RL20422,Available,Alappuzha,Kalavoor,Rebolt,Ola S1 Air,Electric 2-Wheeler,SES-20260804-019422,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.26,2026-08-04 08:24:00,2026-08-04 09:40:00,01:16:00,76,5.48,Volkswagen ID.4,EV,3,58,100,Wallet,Paid,1.42,0,1.42,5,0.07,1.5,147082.09,147087.57,Cancelled,0,Energy + Session Fee
Charge Zone - Highway Charge Hub - OMR,RL20423,Available,Chennai,OMR,Charge Zone,MG Windsor EV,Electric 4-Wheeler,SES-20260727-019423,AC,AC Charging,7 kW,Type 2,CN4,CAD,0.28,2026-07-27 03:03:00,2026-07-27 04:25:00,01:22:00,82,7.29,Tesla Model Y,EV,38,63,82,RFID,Paid,2.04,1,3.04,15,0.46,3.5,413701.47,413708.76,Completed,5,Energy
Rebolt - UrbanCharge Station - MVP Colony,RL20424,Available,Visakhapatnam,MVP Colony,Rebolt,MG ZS EV,Electric 4-Wheeler,SES-20260821-019424,AC,AC Charging,3.3 kW,Type 2,CN2,CAD,0.27,2026-08-21 18:24:00,2026-08-21 19:27:00,01:03:00,63,2.18,Ford Mustang Mach-E,EV,50.3,43,47,RFID,Paid,0.59,1,1.59,5,0.08,1.67,356462.77,356464.95,Completed,9,Energy + Session Fee
Tata Power EZ Charge - UrbanCharge Station - Vijayanagar,RL20425,Available,Mysuru,Vijayanagar,Tata Power EZ Charge,Tata Nexon EV,Electric 4-Wheeler,SES-20260812-019425,AC,AC Charging,22 kW,Type 2,CN1,USD,0.3,2026-08-12 15:33:00,2026-08-12 17:06:00,01:33:00,93,28.89,Tesla Model 3,EV,40.5,49,100,RFID,Paid,8.67,0,8.67,8,0.69,9.36,420994.37,421023.26,Completed,14,Energy
Kazam - City Centre Mall - Electronic City,RL20426,Available,Bengaluru,Electronic City,Kazam,Citroen eC3 Aircross,Electric 4-Wheeler,SES-20260814-019426,DC,DC Fast Charging,250 kW,CHAdeMO,CN4,CAD,0.29,2026-08-14 20:00:00,2026-08-14 20:21:00,00:21:00,21,74.8,Kia EV6,EV,29.2,15,95,Bank Card,Paid,21.69,0,21.69,13,2.82,24.51,364764.19,364838.99,Completed,17,Energy + Session Fee
ChargeMOD - Iron Hill Apartments - Saravanampatti,RL20427,Temp Closed,Coimbatore,Saravanampatti,ChargeMOD,MG ZS EV,Electric 4-Wheeler,SES-20260901-019427,AC,AC Charging,11 kW,Type 1,CN2,CAD,0.25,2026-09-01 20:46:00,2026-09-01 23:15:00,02:29:00,149,16.52,Ford Mustang Mach-E,EV,50.3,44,77,Network App,Paid,4.13,1,5.13,13,0.67,5.8,387390.74,387407.26,Completed,11,Energy + Session Fee
ChargeMOD - UrbanCharge Station - Anna Nagar,RL20428,Available,Madurai,Anna Nagar,ChargeMOD,TVS iQube,Electric 2-Wheeler,SES-20260803-019428,AC,AC Charging,3.3 kW,J1772,CN4,USD,0.34,2026-08-03 14:53:00,2026-08-03 16:53:00,02:00:00,120,4.73,Hyundai Ioniq 5,EV,5.3,20,100,Wallet,Paid,1.61,1,2.61,10,0.26,2.87,132709.59,132714.32,Completed,16,Energy
Statiq - City Centre Mall - T. Nagar,RL20429,Temp Closed,Chennai,T. Nagar,Statiq,Hyundai Ioniq 5,Electric 4-Wheeler,SES-20260803-019429,AC,AC Charging,22 kW,Type 2,CN2,USD,0.35,2026-08-03 05:10:00,2026-08-03 07:00:00,01:50:00,110,33.68,Ford Mustang Mach-E,EV,72.6,27,73,Wallet,Paid,11.79,1,12.79,8,1.02,13.81,52230.43,52264.11,Completed,27,Energy
Rebolt - Iron Hill Apartments - Gandhi Nagar,RL20430,Available,Vellore,Gandhi Nagar,Rebolt,Citroen eC3,Electric 4-Wheeler,SES-20260814-019430,DC,DC Fast Charging,250 kW,CHAdeMO,CN2,CAD,0.26,2026-08-14 12:11:00,2026-08-14 13:26:00,01:15:00,75,237.03,Tesla Model 3,EV,29.2,41,100,Wallet,Paid,61.63,0.5,62.13,13,8.08,70.2,174889.23,175126.26,Completed,5,Energy
Tata Power EZ Charge - SmartCharge Point - B.H. Road,RL20431,Open Soon,Tumakuru,B.H. Road,Tata Power EZ Charge,TVS X,Electric 2-Wheeler,SES-20260726-019431,AC,AC Charging,22 kW,Type 2,CN4,CAD,0.3,2026-07-26 06:56:00,2026-07-26 08:22:00,01:26:00,86,28.26,Volkswagen ID.4,EV,4.4,50,100,UPI,Paid,8.48,2,10.48,13,1.36,11.84,221221.73,221249.99,Interrupted,0,Energy
Tata Power EZ Charge - Green Valley Apartments - Brodipet,RL20432,Available,Guntur,Brodipet,Tata Power EZ Charge,Nissan Leaf,Electric 4-Wheeler,SES-20260829-019432,AC,AC Charging,3.3 kW,Type 2,CN4,CAD,0.26,2026-08-29 05:43:00,2026-08-29 08:05:00,02:22:00,142,6.77,Nissan Leaf,EV,40,8,25,Network App,Paid,1.76,0,1.76,13,0.23,1.99,231839.02,231845.79,Completed,4,Time + Energy
Zeon Charging - Iron Hill Apartments - Vijayanagar,RL20433,Open Soon,Mysuru,Vijayanagar,Zeon Charging,Ola S1 Pro,Electric 2-Wheeler,SES-20260730-019433,AC,AC Charging,11 kW,Type 2,CN4,CAD,0.36,2026-07-30 21:23:00,2026-07-30 21:56:00,00:33:00,33,3.43,Tata Nexon EV,EV,4,63,100,Bank Card,Paid,1.23,2,3.23,15,0.49,3.72,438408.68,438412.11,Completed,27,Energy
Tata Power EZ Charge - Tech Park Charging Hub - Mavoor Road,RL20434,Available,Kozhikode,Mavoor Road,Tata Power EZ Charge,TVS iQube,Electric 2-Wheeler,SES-20260801-019434,AC,AC Charging,3.3 kW,Type 2,CN2,USD,0.46,2026-08-01 03:27:00,2026-08-01 06:22:00,02:55:00,175,6.61,Polestar 2,EV,5.3,8,88,Wallet,Paid,3.04,1,4.04,5,0.2,4.24,305651.76,305658.37,Completed,23,Energy + Session Fee
Jio-bp pulse - Urban Nest Residency - Vidyanagar,RL20435,Temp Closed,Shivamogga,Vidyanagar,Jio-bp pulse,Tesla Model 3,Electric 4-Wheeler,SES-20260812-019435,AC,AC Charging,7 kW,Type 2,CN1,USD,0.45,2026-08-12 10:32:00,2026-08-12 12:59:00,02:27:00,147,11.83,Ford Mustang Mach-E,EV,60,17,37,Wallet,Paid,5.32,0,5.32,10,0.53,5.86,36945.58,36957.41,Completed,1,Energy
Rebolt - Grand Residency - Vijayanagar,RL20436,Open Soon,Hassan,Vijayanagar,Rebolt,Ola S1 Pro,Electric 2-Wheeler,SES-20260725-019436,DC,DC Fast Charging,100 kW,CCS2,CN4,USD,0.34,2026-07-25 02:13:00,2026-07-25 02:21:00,00:08:00,8,12.19,Kia EV6,EV,4,55,100,Network App,Paid,4.14,0,4.14,5,0.21,4.35,183564.41,183576.6,Completed,25,Energy + Session Fee
ChargeMOD - City Centre Mall - Electronic City,RL20437,Available,Bengaluru,Electronic City,ChargeMOD,Hyundai Creta Electric,Electric 4-Wheeler,SES-20260820-019437,AC,AC Charging,22 kW,Type 2,CN2,USD,0.44,2026-08-20 04:59:00,2026-08-20 05:43:00,00:44:00,44,10.02,Polestar 2,EV,51.4,47,66,Wallet,Paid,4.41,0,4.41,10,0.44,4.85,261697.05,261707.07,Completed,1,Energy + Session Fee
Rebolt - Grand Residency - Kuvempunagar,RL20438,Available,Mysuru,Kuvempunagar,Rebolt,Mahindra XEV 9e,Electric 4-Wheeler,SES-20260725-019438,AC,AC Charging,22 kW,Type 1,CN1,CAD,0.29,2026-07-25 01:53:00,2026-07-25 02:50:00,00:57:00,57,11.87,Kia EV6,EV,79,32,47,Network App,Paid,3.44,0,3.44,13,0.45,3.89,219000.09,219011.96,Completed,12,Energy + Session Fee
Zeon Charging - Green Valley Apartments - Vidyanagar,RL20439,Available,Hubballi,Vidyanagar,Zeon Charging,BYD Atto 3,Electric 4-Wheeler,SES-20260724-019439,AC,AC Charging,11 kW,Type 2,CN2,CAD,0.3,2026-07-24 00:28:00,2026-07-24 01:41:00,01:13:00,73,9.19,BMW i4,EV,60.5,55,70,RFID,Paid,2.76,0,2.76,13,0.36,3.12,330711.56,330720.75,Completed,28,Energy
Tata Power EZ Charge - City Square EV Hub - Kukatpally,RL20440,Available,Hyderabad,Kukatpally,Tata Power EZ Charge,Ather 450X,Electric 2-Wheeler,SES-20260731-019440,AC,AC Charging,22 kW,J1772,CN2,CAD,0.33,2026-07-31 02:51:00,2026-07-31 05:02:00,02:11:00,131,40.15,Kia EV6,EV,3.7,44,100,Network App,Paid,13.25,0.5,13.75,13,1.79,15.54,67761.86,67802.01,In Progress,0,Energy
ChargeMOD - Grand Residency - Kakkanad,RL20441,Temp Closed,Kochi,Kakkanad,ChargeMOD,Nissan Leaf,Electric 4-Wheeler,SES-20260803-019441,AC,AC Charging,3.3 kW,Type 1,CN4,CAD,0.34,2026-08-03 06:03:00,2026-08-03 07:09:00,01:06:00,66,2.14,Tesla Model 3,EV,40,8,13,UPI,Paid,0.73,0.5,1.23,15,0.18,1.41,138490.89,138493.03,Completed,23,Energy
Tata Power EZ Charge - Central Plaza - Dwaraka Nagar,RL20442,Open Soon,Visakhapatnam,Dwaraka Nagar,Tata Power EZ Charge,MG ZS EV,Electric 4-Wheeler,SES-20260826-019442,AC,AC Charging,11 kW,Type 2,CN1,USD,0.31,2026-08-26 20:21:00,2026-08-26 21:11:00,00:50:00,50,5.42,Kia EV6,EV,50.3,24,35,Network App,Paid,1.68,0,1.68,10,0.17,1.85,22630.9,22636.32,Cancelled,0,Energy
